1,0.00014569,0.00014569
2,0.00014563,0.00014564
3,0.0001456,0.00014561
4,0.00014497,0.00014504
5,0.00014424,0.00014432
6,0.00014365,0.00014373
7,0.00014365,0.00014373
8,0.00014365,0.00014374
9,0.00014338,0.00014426
10,0.00014336,0.00014445
11,0.00014284,0.00014455
12,0.00014188,0.00014411
13,0.00014159,0.00014396
14,0.00014159,0.000144
15,0.00014159,0.00014401
16,0.00014159,0.00014396
17,0.00014155,0.00014393
18,0.00014149,0.00014389
19,0.00014149,0.00014388
20,0.00014365,0.00014373
21,0.00014189,0.00014412
22,0.00014188,0.00014411
23,0.00014283,0.0001446
24,0.00014175,0.00014405
25,0.00014159,0.00014398
26,0.00014159,0.000144
27,0.00083789,0.00085158
28,0.00083207,0.00084653
29,0.00014561,0.00014563
30,0.00014351,0.00014392
31,0.00014337,0.00014443
32,0.0001431,0.00014453
33,0.00014167,0.00014401
34,0.00014159,0.00014399
35,0.00014159,0.000144
36,0.00014157,0.00014394
37,0.00014152,0.00014391
38,0.00014149,0.00014389
39,0.00014182,0.00014408
40,0.00014159,0.00014397
41,6.5717e-05,6.5717e-05
